Overtime,Score Difference,Map_Ascent,Map_Bind,Map_Breeze,Map_Haven,Map_Icebox,Map_Lotus,Map_Split,Map_Sunset,Team 1_0,Team 1_1,Team 1_2,Team 1_3,Team 1_4,Team 1_5,Team 2_0,Team 2_1,Team 2_2,Team 2_3,Team 2_4,Team 2_5,Map Name,Team 1,Team 2,pick_team_1,pick_team_2,remaining_map,Recent Form Difference,Win Rate Difference,Team 1 Attack Win Rate,Team 1 Defense Win Rate,Team 2 Attack Win Rate,Team 2 Defense Win Rate,Attack Rounds Played Difference,Defense Rounds Played Difference
0,6,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,Icebox,ZETA DIVISION,Global Esports,1,0,0,0.0,0.0,0.5,0.5,0.5,0.5,0,0
0,-5,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,Breeze,Team Secret,Talon Esports,0,1,0,0.0,0.0,0.5,0.5,0.5,0.5,0,0
0,-10,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,Ascent,Team Secret,Talon Esports,1,0,0,0.0,0.0,0.5,0.5,0.5,0.5,0,0
0,5,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,Lotus,DRX,DetonatioN FocusMe,0,1,0,0.0,0.0,0.5,0.5,0.5,0.5,0,0
0,5,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,Breeze,DRX,DetonatioN FocusMe,1,0,0,0.0,0.0,0.5,0.5,0.5,0.5,0,0
0,3,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,Breeze,Gen.G,Paper Rex,1,0,0,1.6666666666666667,0.16666666666666663,0.5,0.5,0.5,0.5,0,0
0,-3,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,Lotus,Gen.G,Paper Rex,0,1,0,1.6666666666666667,0.16666666666666663,0.5,0.5,0.5,0.5,0,0
0,-6,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,Sunset,Gen.G,Paper Rex,0,0,1,1.6666666666666667,0.16666666666666663,0.5555555555555556,0.6666666666666666,0.5,0.5,9,12
0,-4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,Sunset,BLEED,Global Esports,0,1,0,0.0,0.0,0.5,0.5,0.5,0.5,0,0
0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,Icebox,BLEED,Global Esports,1,0,0,0.0,0.0,0.5,0.5,0.5,0.125,-12,-8
0,-2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,Split,BLEED,Global Esports,0,0,1,0.0,0.0,0.5,0.5,0.5,0.5,0,0
0,-2,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,Ascent,T1,ZETA DIVISION,0,1,0,0.0,0.0,0.5,0.5,0.5,0.5,0,0
0,9,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,1,Lotus,T1,ZETA DIVISION,1,0,0,0.0,0.0,0.75,0.5714285714285714,0.5,0.5,12,7
0,6,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,Sunset,T1,ZETA DIVISION,0,0,1,0.0,0.0,0.5,0.5,0.5,0.5,0,0
0,-6,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,Lotus,DetonatioN FocusMe,Team Secret,1,0,0,2.5,0.0,0.4166666666666667,0.3333333333333333,0.5,0.5,12,9
0,-2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,Breeze,DetonatioN FocusMe,Team Secret,0,1,0,2.5,0.0,0.3333333333333333,0.4444444444444444,0.25,0.5555555555555556,0,0
0,3,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,1,0,Split,DRX,Talon Esports,1,0,0,-2.5,0.0,0.5,0.5,0.5,0.5,0,0
0,5,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,Ascent,DRX,Talon Esports,0,1,0,-2.5,0.0,0.5,0.5,1.0,0.75,-4,-12
0,6,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,Lotus,Gen.G,Rex Regum Qeon,0,1,0,1.5000000000000002,0.16666666666666669,0.4166666666666667,0.45454545454545453,0.5,0.5,12,11
0,-3,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,Breeze,Gen.G,Rex Regum Qeon,1,0,0,1.5000000000000002,0.16666666666666669,0.6363636363636364,0.5,0.5,0.5,11,12
0,2,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,Icebox,Gen.G,Rex Regum Qeon,0,0,1,1.5000000000000002,0.16666666666666669,0.5,0.5833333333333334,0.4166666666666667,0.5,0,0
0,-5,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,Breeze,Talon Esports,Team Secret,0,1,0,3.5,0.0,0.4444444444444444,0.75,0.375,0.5714285714285714,-15,-9
0,-6,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,Ascent,Talon Esports,Team Secret,1,0,0,3.5,0.0,0.625,0.5238095238095238,0.25,0.0,4,17
0,5,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,Bind,ZETA DIVISION,Global Esports,0,1,0,0.3999999999999999,0.19999999999999996,0.5454545454545454,0.5833333333333334,0.4166666666666667,0.45454545454545453,-1,1
0,10,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,Lotus,ZETA DIVISION,Global Esports,1,0,0,0.3999999999999999,0.19999999999999996,0.25,0.2,0.5,0.5,12,5
0,8,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,Breeze,Team Secret,Gen.G,1,0,0,0.2222222222222222,0.11111111111111105,0.42424242424242425,0.6060606060606061,0.6363636363636364,0.375,11,9
0,-4,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1,Lotus,Team Secret,Gen.G,0,1,0,0.2222222222222222,0.11111111111111105,0.75,0.5,0.4166666666666667,0.6842105263157895,-12,-11
1,-2,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,Icebox,Team Secret,Gen.G,0,0,1,0.2222222222222222,0.11111111111111105,0.5,0.5,0.5833333333333334,0.5,-24,-24
0,-12,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,Icebox,ZETA DIVISION,Team Secret,0,1,0,-1.4285714285714286,0.15873015873015872,0.875,0.5,0.3333333333333333,0.6666666666666666,-4,0
0,-5,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,Ascent,ZETA DIVISION,Team Secret,1,0,0,-1.4285714285714286,0.15873015873015872,0.5833333333333334,0.5,0.55,0.3125,-8,-4
0,7,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,Icebox,Gen.G,ZETA DIVISION,1,0,0,1.8095238095238095,0.02777777777777779,0.5,0.5555555555555556,0.7,0.2916666666666667,26,12
0,9,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,Ascent,Gen.G,ZETA DIVISION,0,1,0,1.8095238095238095,0.02777777777777779,0.5,0.5,0.5833333333333334,0.3333333333333333,-24,-21
1,-2,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,Split,T1,Paper Rex,0,1,0,2.4000000000000004,0.13333333333333341,0.5,0.5,0.5,0.5,0,0
0,-7,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,Ascent,T1,Paper Rex,1,0,0,2.4000000000000004,0.13333333333333341,0.5,0.4166666666666667,0.5,0.5,12,12
1,-2,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,Bind,DRX,Gen.G,1,0,0,2.125,0.3571428571428571,0.5,0.5,0.5,0.5,0,0
0,-5,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,Lotus,DRX,Gen.G,0,1,0,2.125,0.3571428571428571,0.6666666666666666,0.5833333333333334,0.5588235294117647,0.5483870967741935,-25,-19
0,-8,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,Ascent,Paper Rex,Gen.G,0,1,0,0.0,0.11250000000000004,0.6666666666666666,0.7142857142857143,0.6,0.8333333333333334,7,-5
0,9,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,Split,Paper Rex,Gen.G,1,0,0,0.0,0.11250000000000004,0.6666666666666666,0.3333333333333333,0.16666666666666666,0.75,0,0
0,-2,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,Lotus,Paper Rex,Gen.G,0,1,0,0.0,0.11250000000000004,0.5454545454545454,0.5833333333333334,0.6086956521739131,0.525,-35,-28
0,-9,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,Bind,Paper Rex,Gen.G,1,0,0,0.0,0.11250000000000004,0.5,0.5,0.5833333333333334,0.4166666666666667,-12,-12
0,-2,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,Lotus,FUT Esports,Team Heretics,0,1,0,0.0,0.0,0.5,0.5,0.5,0.5,0,0
0,-3,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,Bind,FUT Esports,Team Heretics,1,0,0,0.0,0.0,0.5,0.5,0.5,0.5,0,0
0,-2,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,Split,GIANTX,Karmine Corp,0,1,0,0.0,0.0,0.5,0.5,0.5,0.5,0,0
0,3,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,Sunset,GIANTX,Karmine Corp,1,0,0,0.0,0.0,0.5,0.5,0.5,0.5,0,0
0,-9,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,Lotus,GIANTX,Karmine Corp,0,0,1,0.0,0.0,0.5,0.5,0.5,0.5,0,0
0,-5,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,Bind,Natus Vincere,BBL Esports,1,0,0,0.0,0.0,0.5,0.5,0.5,0.5,0,0
0,7,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,Ascent,Natus Vincere,BBL Esports,0,1,0,0.0,0.0,0.5,0.5,0.5,0.5,0,0
0,7,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,Breeze,Natus Vincere,BBL Esports,0,0,1,0.0,0.0,0.5,0.5,0.5,0.5,0,0
0,3,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,1,1,1,Icebox,Team Liquid,KOI,1,0,0,0.0,0.0,0.5,0.5,0.5,0.5,0,0
0,2,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1,1,Bind,Team Liquid,KOI,0,1,0,0.0,0.0,0.5,0.5,0.5,0.5,0,0
0,3,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,Sunset,Team Vitality,Gentle Mates,1,0,0,0.0,0.0,0.5,0.5,0.5,0.5,0,0
0,6,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,Lotus,Team Vitality,Gentle Mates,0,1,0,0.0,0.0,0.5,0.5,0.5,0.5,0,0
0,9,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,Split,Team Heretics,Karmine Corp,0,1,0,-0.16666666666666652,0.33333333333333337,0.5,0.5,0.5833333333333334,0.5,-12,-12
0,9,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,Lotus,Team Heretics,Karmine Corp,1,0,0,-0.16666666666666652,0.33333333333333337,0.6666666666666666,0.4166666666666667,0.8,0.75,7,0
0,7,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,Split,FUT Esports,GIANTX,0,1,0,0.16666666666666652,-0.3333333333333333,0.5,0.5,0.5,0.4166666666666667,-12,-12
0,-5,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,Icebox,FUT Esports,GIANTX,1,0,0,0.16666666666666652,-0.3333333333333333,0.5,0.5,0.5,0.5,0,0
0,6,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,Sunset,FUT Esports,GIANTX,0,0,1,0.16666666666666652,-0.3333333333333333,0.5,0.5,0.5833333333333334,0.5454545454545454,-12,-11
0,6,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,Split,Natus Vincere,Team Liquid,0,1,0,0.5,-0.33333333333333337,0.5,0.5,0.5,0.5,0,0
0,6,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,Breeze,Natus Vincere,Team Liquid,1,0,0,0.5,-0.33333333333333337,0.5714285714285714,0.75,0.5,0.5,7,12
0,-8,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,Bind,BBL Esports,KOI,1,0,0,-0.5,0.3333333333333333,0.5555555555555556,0.6666666666666666,0.5833333333333334,0.3333333333333333,-3,0
0,-3,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,1,1,Split,BBL Esports,KOI,0,1,0,-0.5,0.3333333333333333,0.5,0.5,0.5,0.5,0,0
1,-2,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,Lotus,Team Vitality,FNATIC,0,1,0,4.5,0.5,0.75,0.5833333333333334,0.5,0.5,8,12
0,-8,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,Ascent,Team Vitality,FNATIC,1,0,0,4.5,0.5,0.5,0.5,0.5,0.5,0,0
0,-9,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,Breeze,Team Vitality,Gentle Mates,0,1,0,4.25,0.5,0.5,0.5,0.5,0.5,0,0
1,2,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,Lotus,Team Vitality,Gentle Mates,1,0,0,4.25,0.5,0.7,0.4583333333333333,0.4166666666666667,0.25,8,16
0,10,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,Sunset,Team Vitality,Gentle Mates,0,0,1,4.25,0.5,0.6666666666666666,0.45454545454545453,0.5454545454545454,0.3333333333333333,1,-1
1,2,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,1,0,0,Lotus,Karmine Corp,FUT Esports,0,1,0,-2.6,0.0,0.47058823529411764,0.5294117647058824,0.5833333333333334,0.3333333333333333,5,5
0,-9,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,0,0,Bind,Karmine Corp,FUT Esports,1,0,0,-2.6,0.0,0.5,0.5,0.45454545454545453,0.4166666666666667,-11,-12
